review_id,text_clean,text_raw,aspects,aspect_sentiments,star_rating_norm,is_app_platform,char_len,word_len,arabic_ratio,has_emoji
2183,مكان جميل واخت ولا انسانه راقيه وتعامل الموظفين جدا ممتاز لايوجد خدمة لحمل الشنط النزيل هو من يحمل اغراضة لايوجد سيف بوكس كذلك سليبر,مكان جميل واخت ولا انسانه راقيه وتعامل الموظفين جدا ممتاز لايوجد خدمة لحمل الشنط النزيل هو من يحمل اغراضة لايوجد سيف بوكس كذلك سليبر,"['ambiance', 'service']","{'ambiance': 'positive', 'service': 'negative'}",1.0,0,132,24,0.8257575757575758,0
7582,تطبيق جميل ولكن الاسعار مرتفعة نوعا ما في الجزاير خاصة مع التوصيل,تطبيق جميل ولكن الأسعار مرتفعة نوعا ما في الجزائر خاصة مع التوصيل,"['app_experience', 'price', 'delivery']","{'app_experience': 'positive', 'price': 'negative', 'delivery': 'negative'}",0.6,1,65,12,0.8307692307692308,0
8341,التطبيق مش شغال من فترة عملت له تحديث و مفيش جديد مش عارف ادخل بالايميل بتاعي,التطبيق مش شغال من فترة عملت له تحديث و مفيش جديد مش عارف ادخل بالايميل بتاعي,['app_experience'],{'app_experience': 'negative'},0.2,1,77,16,0.8051948051948052,0
8760,مفيد جدا بلا انترنت جميل جداا,مفيد جدا بلا إنترنت جميل جداا😊,['app_experience'],{'app_experience': 'positive'},1.0,1,30,6,0.8,1
5511,مكانه صعب والاكل لو انت مش متعود عليه وعارفه كوبس ما تروحش,مكانه صعب والاكل لو انت مش متعود عليه وعارفه كوبس ما تروحش,"['ambiance', 'food']","{'ambiance': 'negative', 'food': 'neutral'}",0.6,0,58,12,0.8103448275862069,0
3939,تحفه عم شرابيه منور المكان و قد الدنيا الاكل كلو مظبوط سندوتشات و بيتزا و كريب,تحفه عم شرابيه منور المكان و قد الدنيا الاكل كلو مظبوط سندوتشات و بيتزا و كريب 😱❤️🎯,"['food', 'ambiance']","{'food': 'positive', 'ambiance': 'positive'}",1.0,0,83,17,0.7590361445783133,1
7115,تطبيق جيد جدا من ناحيه سرعه التوصيل و المرونه في طرق الدفع السلبيات ان التطبيق يعلق احيانا لكن لا باس,تطبيق جيد جدا من ناحيه سرعه التوصيل و المرونه في طرق الدفع السلبيات ان التطبيق يعلق أحيانا لكن لا باس 👍🏽,"['delivery', 'app_experience']","{'delivery': 'positive', 'app_experience': 'positive'}",0.8,1,104,21,0.7884615384615384,1
178,عمرو فروق محمد احمد,"عمرو فروق
محمد احمد
❤️❤️❤️❤️❤️❤️❤️",['none'],{'none': 'neutral'},1.0,0,34,5,0.47058823529411764,0
5590,التعامل فى منتهى السوء staff وحش جدا,التعامل فى منتهى السوء staff وحش جدا,['service'],{'service': 'negative'},0.2,0,36,7,0.6944444444444444,0
1962,عدم وجود مصداقية في التعامل. بعض الفروع يقبلوا الحجز من التلفون والبعض لا يقبل الحجز. مفيش تعامل بجدية في الحجوزات تحديدا فرع التجمع الخامس.,عدم وجود مصداقية في التعامل. بعض الفروع يقبلوا الحجز من التلفون والبعض لا يقبل الحجز. مفيش تعامل بجدية في الحجوزات تحديدا فرع التجمع الخامس.,['service'],{'service': 'negative'},0.2,0,140,24,0.8142857142857143,0
6589,واجهت من فتره مشكله بالتطبيق لكن الفريق المشرف على التطبيق قاموا بحل المشكله باسرع وقت وكانوا جدا حريصين على ارضاء المشترك شكرا لكم,واجهت من فتره مشكله بالتطبيق لكن الفريق المشرف على التطبيق قاموا بحل المشكله بأسرع وقت وكانوا جدا حريصين على ارضاء المشترك شكرا لكم,"['app_experience', 'service']","{'app_experience': 'negative', 'service': 'positive'}",1.0,1,131,23,0.8320610687022901,0
1759,المكان جميل كا شكل ولوكيشن لكن مانصحش بيه في السحور الحجز باسبقية الحضور والمكان زحمة اوي وقعدنا كتير وايتنج ليست اكتر من ساعة وفي الاخر لقيناهم بيدخلوا ناس بعدنا والبنت اللي في الريسبشن طريقتها صعبة اوي ومعاها رقمنا علشان تكلمنا لما المكان يفضي لكن محصلش وفي الاخر روحنا اكلنا في مكان تاني,المكان جميل  كا شكل ولوكيشن لكن مانصحش بيه في السحور الحجز باسبقية الحضور والمكان زحمة اوي وقعدنا كتير وايتنج ليست اكتر من ساعة  وفي الاخر لقيناهم بيدخلوا ناس بعدنا والبنت اللي في الريسبشن طريقتها صعبة اوي ومعاها رقمنا  علشان تكلمنا لما المكان يفضي لكن محصلش وفي الاخر روحنا اكلنا في مكان تاني,"['ambiance', 'service']","{'ambiance': 'positive', 'service': 'negative'}",0.4,0,293,52,0.8156996587030717,0
5141,التعامل جدا لطيفين ورايقين عملت اضافري وحواجبي وطلعو افضل مما اتوقعت يعطيها العافيه الاخصاييه سمى على التعامل الراقي والشغل الارقى,"التعامل جدا لطيفين ورايقين
عملت اضافري وحواجبي وطلعو افضل مما اتوقعت يعطيها العافيه الاخصائيه سمى على التعامل الراقي والشغل الارقى 🌷",['service'],{'service': 'positive'},1.0,0,132,21,0.8409090909090909,1
2305,ال service بشعه و خدمه ال delivery بشعه و بيتاخره جدا جدا و ساعات بيجي بارد بس امانه الاكل حلو بس كده .,ال service بشعه و خدمه ال delivery بشعه و بيتاخره جدااا جدااا و ساعات بيجي بارد بس امانه الأكل حلو بس كده .,"['service', 'delivery', 'food']","{'service': 'negative', 'delivery': 'negative', 'food': 'positive'}",0.2,0,107,23,0.6448598130841121,0
3554,اسبوع عبال متاخد الطلب,اسبوع عبال متاخد الطلب,['delivery'],{'delivery': 'negative'},0.6,0,22,4,0.8636363636363636,0
9297,التطبيق جدا حلو وسهل الستغدام راعة,التطبيق جدا حلو وسهل الستغدام راعة,['app_experience'],{'app_experience': 'positive'},1.0,1,34,6,0.8529411764705882,0
452,جميل,جميل,['general'],{'general': 'positive'},1.0,0,4,1,1.0,0
6666,الصراحه التطبيق كلش صاير مو حلو من حدثو صار مو خوش خربطه بالرحلات وبطلب التكسي ومو زين مثل قبل اتمنى ترجعو ع قبل هوي احسن,الصراحه التطبيق كلش صاير مو حلو من حدثو صار مو خوش خربطه بالرحلات وبطلب التكسي ومو زين مثل قبل اتمنى ترجعو ع قبل هوي احسن,['app_experience'],{'app_experience': 'negative'},0.2,1,121,25,0.8016528925619835,0
7915,تجربتي مع الشحن الدولي لم تكن مرضيه تاخر الطلب بشكل مبالغ فيه وماراح اكررها تم تاجيل طلبيتي مرتين من امازون، شهرين ولا ادري متى توصل طلبيتي وكل ما كلمتهم قالو ماندري متى توصلك ب الضبط ويعطوني موعد تقريبي ويجي يوم الموعد اللي حددوه والطلبيه ماوصلت واتصل عليهم من جديد ويعطوني موعد ثاني والله اعلم متى توصل طلبيتي مع التاجيلات ٣ مواعيد وفي النهاية تكنسلت الطلبيه منهم بعد الموعد الثالث بدون لا يرجعون لي,تجربتي مع الشحن الدولي لم تكن مرضيه تاخر الطلب بشكل مبالغ فيه وماراح اكررها تم تأجيل طلبيتي مرتين من امازون، شهرين ولا ادري متى توصل طلبيتي وكل ما كلمتهم قالو ماندري متى توصلك ب الضبط ويعطوني موعد تقريبي ويجي يوم الموعد اللي حددوه والطلبيه ماوصلت واتصل عليهم من جديد ويعطوني موعد ثاني والله اعلم متى توصل طلبيتي مع التاجيلات ٣ مواعيد وفي النهاية تكنسلت الطلبيه منهم بعد الموعد الثالث بدون لا يرجعون لي,"['delivery', 'service']","{'delivery': 'negative', 'service': 'negative'}",0.2,1,401,73,0.8204488778054863,0
5321,صيدلية وسخه لا انصح التعامل معاها,صيدلية وسخه لا انصح التعامل معاها,['cleanliness'],{'cleanliness': 'negative'},0.2,0,33,6,0.8484848484848485,0
5050,جيم رياضى ومدربين هناك محترمين جدا,جيم رياضى ومدربين هناك محترمين جدا,['service'],{'service': 'positive'},0.6,0,34,6,0.8529411764705882,0
6017,الطعام طازج وجيد يعيبه ضيق المكانه,الطعام طازج وجيد يعيبه ضيق المكانه,"['food', 'ambiance']","{'food': 'positive', 'ambiance': 'negative'}",0.8,0,34,6,0.8529411764705882,0
6723,التطبيق لا يعمل ظاهر فقط الغاء التثبيت مع العلم استخدمته امس,التطبيق لا يعمل ظاهر فقط الغاء التثبيت مع العلم استخدمته امس,['app_experience'],{'app_experience': 'negative'},0.2,1,60,11,0.8333333333333334,0
1276,ممتاز,ممتاز,['general'],{'general': 'positive'},1.0,0,5,1,1.0,0
4560,التعامل سيء وشتم راجل كبير بابوه ياريت لو حد شاف التعليق ده يروحله ويقوله مش هشتري منك عشان شتمت الراجل الكبير عشان يتعلم الادب ويحترم الناس الكبيرة,"التعامل سيء وشتم راجل كبير بأبوه
ياريت لو حد شاف التعليق ده يروحله ويقوله مش هشتري منك عشان شتمت الراجل الكبير عشان يتعلم الأدب ويحترم الناس الكبيرة",['service'],{'service': 'negative'},0.2,0,148,27,0.8243243243243243,0
4679,عيادات ممتازه ومستوى نظافه ومعامله كويس جدا ودكتوره اميره شاطره جدا ومستمعه جيده,عيادات ممتازه ومستوى نظافه ومعامله كويس جدا ودكتوره اميره شاطره جدا ومستمعه جيده,"['cleanliness', 'service']","{'cleanliness': 'positive', 'service': 'positive'}",1.0,0,80,13,0.85,0
8034,مستر بيست احسنت برنامج رايع جدا,مستر بيست أحسنت برنامج رائع جدا,['none'],{'none': 'neutral'},0.8,1,31,6,0.8387096774193549,0
4263,تجربة جيدة,تجربة جيدة,['general'],{'general': 'positive'},0.6,0,10,2,0.9,0
6311,بدون تعليق تجربه سييه جدا,بدون تعليق تجربه سيئه جداااااااا,['general'],{'general': 'negative'},0.2,1,32,5,0.875,0
6465,ابليكشن سي ومنصحش حد يستخدمة اطلب اوردر ساعتين وموصلش والدليفرى و خدمة العملاء بيكدبوا والاوردر فى الاخر موصلش ولغيته عايزة رقم للتواصل مع خدمة العملاء,ابليكشن سئ ومنصحش حد يستخدمة اطلب اوردر ساعتين وموصلش والدليفرى و خدمة العملاء بيكدبوا والاوردر فى الاخر موصلش ولغيته عايزة رقم للتواصل مع خدمة العملاء,"['app_experience', 'delivery', 'service']","{'app_experience': 'negative', 'delivery': 'negative', 'service': 'negative'}",0.2,1,151,25,0.8410596026490066,0
4143,خدمة ممتازة وضيافة مثالية واشكر الاستاذ حسن مدير المكان على حسن استقباله وباذن الله وجهتي الدايمة في مصر .,خدمة ممتازة وضيافة مثالية واشكر الأستاذ حسن مدير المكان على حسن استقباله وبإذن الله وجهتي الدائمة في مصر ❤️.,['service'],{'service': 'positive'},1.0,0,108,19,0.8055555555555556,0
1902,الاكل جيد جدا والمكان لطيف وهاديء والاسعار مقبولة بالنسبة لفية المطعم,الأكل جيد جدا والمكان لطيف وهاديء والاسعار مقبولة بالنسبة لفئة المطعم,"['food', 'ambiance', 'price']","{'food': 'positive', 'ambiance': 'positive', 'price': 'positive'}",1.0,0,69,11,0.855072463768116,0
4856,اسعار اغلى من باقي المحلات,اسعار اغلى من باقي المحلات,['price'],{'price': 'negative'},0.4,0,26,5,0.8461538461538461,0
8575,برنامج راقي بس اريد مزيد من العقارات والفيلل لو سمحتو,برنامج راقي بس اريد مزيد من العقارات والفيلل لو سمحتو,['app_experience'],{'app_experience': 'positive'},1.0,1,53,10,0.8301886792452831,0
8623,برنامج رايع وجميل وبالتوفيق والنجاح باذن الله وكل عام وانتم بخير ورمضان كريم بالتوفيق والنجاح باذن الله,برنامج رائع وجميل وبالتوفيق والنجاح باذن الله وكل عام وانتم بخير ورمضان كريم بالتوفيق والنجاح باذن الله ♥♥😍♥😍,['app_experience'],{'app_experience': 'positive'},1.0,1,109,18,0.7981651376146789,1
2016,الاكل ممتاز طلبت مرتين لحد الان ولكن في كله مره كان بيجي مع الاكل شعراية مش عارف ليه لازم الاقي شعر حد في الاكل لكن غير كدا الاكل نظيف لما ارن مش عارف ليه بيخلوني هولد ٣ دقايق واحيانا بضطر اتصل ٣ مرات عشان يردوا,"الاكل ممتاز طلبت مرتين لحد الان ولكن في كله مره كان بيجي مع الاكل شعراية مش عارف ليه لازم الاقي شعر حد في الاكل لكن غير كدا الاكل نظيف
لما ارن مش عارف ليه بيخلوني هولد ٣ دقايق واحيانا بضطر اتصل ٣ مرات عشان يردوا","['food', 'cleanliness', 'service']","{'food': 'positive', 'cleanliness': 'negative', 'service': 'negative'}",0.8,0,211,45,0.7914691943127962,0
440,مكان سيا جدا جدا جدا اسو تجربة طعام ممكن تجربة,مكان سيا جدا جدا جدا اسو تجربة طعام ممكن تجربة,['food'],{'food': 'negative'},0.2,0,46,10,0.8043478260869565,0
7856,روعة,روعة,['general'],{'general': 'positive'},1.0,1,4,1,1.0,0
261,مطعم جيد جدا. للاكلات السورية والغربية,مطعم جيد جدا. للاكلات السورية والغربية,['food'],{'food': 'positive'},1.0,0,38,6,0.8421052631578947,0
7465,تجربة سيية مع جوميا ، ده اقل تطبيق عنده مهنية او حرفية اتعاملت معاه ، اقرب لبير السلم لا لك خصم على اول اوردر ولا لك توصيل مجاني والكارثة اني استنضفتهم ونزلته على موبايلي ومش منزل لا نون ولا امازون اللي بشتري منهم من الموقع . حاولت اشتري اوردر وفشل الدفع فسجلوه عليا اوردر وجيت استخدم خصم JUMIA اول طلب وتوصيل مجاني قالولي غير متاح لحسابك عشان الاوردر الفاشل اتسجل عليك طيب ايه الحل؟ مفيش حلول نهايي عشان كده تقييم صفر وهحذف تطبيقهم واخليني مع الناس المحترمة التانية افضل.,تجربة سيئة مع جوميا ، ده أقل تطبيق عنده مهنية او حرفية اتعاملت معاه ، أقرب لبير السلم لا لك خصم على أول أوردر ولا لك توصيل مجاني والكارثة اني استنضفتهم ونزلته على موبايلي ومش منزل لا نون ولا امازون اللي بشتري منهم من الموقع . حاولت اشتري أوردر وفشل الدفع فسجلوه عليا أوردر وجيت أستخدم خصم JUMIA اول طلب وتوصيل مجاني قالولي غير متاح لحسابك عشان الاوردر الفاشل اتسجل عليك طيب ايه الحل؟ مفيش حلول نهائي عشان كده تقييم صفر وهحذف تطبيقهم واخليني مع الناس المحترمة التانية افضل.,"['app_experience', 'price', 'delivery', 'service']","{'app_experience': 'negative', 'price': 'negative', 'delivery': 'negative', 'service': 'negative'}",0.2,1,472,89,0.798728813559322,0
3889,المكان هادي و جميل. الطعام لذيذ بلا استثناء و البيتزا رايعة و عجيتنها خفيفة. انصح بمشروب الكرديه بالزنجبيل. الخدمة سريعة و الموظفين في قمة الرقي ماشاء الله. تحديث شهر نوفمبر 2025 قمنا بزيارة المطعم للمرة الثانية في الشتاء و لكن جودة الطعام لم تتوافق مع المرة السابقة. الريزوتو مالح للغاية و لم استطع اكماله، البيتزا كانت عادية جدا.,"المكان هادئ و جميل. الطعام لذيذ بلا استثناء و البيتزا رائعة و عجيتنها خفيفة. أنصح بمشروب الكرديه بالزنجبيل.
الخدمة سريعة و الموظفين في قمة الرقي ماشاء الله.

تحديث شهر نوفمبر 2025: قمنا بزيارة المطعم للمرة الثانية في الشتاء و لكن جودة الطعام لم تتوافق مع المرة السابقة. الريزوتو مالح للغاية و لم استطع اكماله، البيتزا كانت عادية جدا.","['ambiance', 'food', 'service']","{'ambiance': 'positive', 'food': 'negative', 'service': 'positive'}",1.0,0,333,58,0.7927927927927928,0
8841,هلو كثيري ي ي ي ي,هلو كثيييييييييييييييييييييييرييييييييييييييييييييييييييييييييي يييييييييييي يييييييييييي يييييييييييي يييييييييييي,['none'],{'none': 'neutral'},1.0,1,115,6,0.9565217391304348,0
1757,معاملة وحشة جدا اكل وحش لا انصح بتجربتة خالص,معاملة وحشة جدا اكل وحش لا انصح بتجربتة خالص,"['service', 'food']","{'service': 'negative', 'food': 'negative'}",0.2,0,44,9,0.8181818181818182,0
1067,افضل اكل ايطالي اكلته بحياتي,افضل اكل إيطالي أكلته بحياتي 🔥,['food'],{'food': 'positive'},1.0,0,30,6,0.8,1
5476,طلبت فطيرة بسطرمه مع جبن رومي و خضار و زيتون بدون موتزاريلا. قلت لهم ضيفوا جبن رومي بدلا من الموتزاريلا. لكن هما شالوا الموتزاريلا و لم يضيفوا جبن رومي مكانها. جاتني فطيرة كلها فلفل رومي و بسطرمة فقط. و لا فيها حتى جبن رومي و الا موتزريلا و الا زيتون. و الا حتى بيبعتوا معاها مخلل و لا شي.,طلبت فطيرة بسطرمه مع جبن رومي و خضار و زيتون بدون موتزاريلا. قلت لهم ضيفوا جبن رومي بدلا من الموتزاريلا. لكن هما شالوا الموتزاريلا و لم يضيفوا جبن رومي مكانها.  جاتني فطيرة كلها فلفل رومي و بسطرمة فقط. و لا فيها حتى جبن رومي و الا موتزريلا و الا زيتون. و الا حتى بيبعتوا معاها مخلل و لا شئ.,"['food', 'service', 'delivery']","{'food': 'negative', 'service': 'negative', 'delivery': 'negative'}",0.2,0,290,59,0.7758620689655172,0
7459,جوميا الجزاير منتوجاته قليلة جدا وغير متنوعة مقارنة مع واجهة التطبيق المثالية او الفخمة التي عندم تدخل الى الفيات تجدها تضم يا دوب 10 منتوجات مرتفعة السعر وجودتها رديية جدا مقارنة بسعرها . هل اصاب التطبيق التصحر . لكن الحق يقال . التوصيل سريع,جوميا الجزائر : منتوجاته قليلة جدا وغير متنوعة مقارنة مع واجهة التطبيق المثالية او الفخمة التي عندم تدخل الى الفئات تجدها تضم يا دوب 10 منتوجات مرتفعة السعر وجودتها رديئة جدا مقارنة بسعرها . هل اصاب التطبيق التصحر . لكن الحق يقال . التوصيل سريع,"['app_experience', 'price', 'delivery']","{'app_experience': 'positive', 'price': 'negative', 'delivery': 'positive'}",0.4,1,244,45,0.7950819672131147,0
3054,خدمة جيدة .. الموقع علي Google maps محتاج تعديل,خدمة جيدة .. الموقع علي Google maps محتاج تعديل,['service'],{'service': 'positive'},0.8,0,47,9,0.574468085106383,0
5379,محل ممتاز واخلاق العاملين فيه راقية جدا والاسعار جيدة وان شاء الله يصبح لديهم وسيلة دفع بالبطاقة,محل ممتاز وأخلاق العاملين فيه راقية جداً والأسعار جيدة وان شاء الله يصبح لديهم وسيلة دفع بالبطاقة,"['service', 'price']","{'service': 'positive', 'price': 'positive'}",1.0,0,97,17,0.8350515463917526,0
2942,الصراحه المكان حلو واتبسط فيه وغير ان الاكل حلو اووى والاسعار حلوه والى كان بينزلى الاكل شخص جدا محترم اسمه فوزى,الصراحه المكان حلو واتبسط فيه وغير أن الاكل حلو اووى والاسعار حلوه والى كان بينزلى الاكل شخص جدا محترم اسمه فوزى,"['ambiance', 'food', 'price', 'service']","{'ambiance': 'positive', 'food': 'positive', 'price': 'positive', 'service': 'positive'}",1.0,0,112,21,0.8214285714285714,0
8365,التطبيق فاشل بمبنى الكلمه بعد التحديث ولا يفتح اى شىء نفس المشكلة التطبيق لا يعمل حتى بعد التحديث 30 3 2024,التطبيق فاشل بمبنى الكلمه بعد التحديث ولا يفتح اى شىء نفس المشكلة التطبيق لا يعمل حتى بعد التحديث 30/3/2024,['app_experience'],{'app_experience': 'negative'},0.2,1,107,19,0.7476635514018691,0
6061,الاكل حلو جدا جدا ونظيف وسعره مش غالي لكن في اوقات معينه من السنه او بمعني اصح عند تغيير الادارة للحاج الكبير الحاج عبدالله ابو ظريفه,الاكل حلو جدا جدا ونظيف وسعره مش غالي لكن في أوقات معينه من السنه أو بمعني أصح عند تغيير الإدارة للحاج الكبير الحاج عبدالله أبو ظريفه,"['food', 'cleanliness', 'price', 'service']","{'food': 'positive', 'cleanliness': 'positive', 'price': 'positive', 'service': 'negative'}",0.6,0,133,26,0.8120300751879699,0
1410,نصيحه نصيحه ماحد يطلب للبيت انا فشلوني بضيوفي طلبت نص تيس يوصل الساعه عشره هما وصلوه 11 30 والاكل بارد واشتكي ولافيه اي تجاوب وبرود ويكلمني واحد اسلوبه جاف اقوله الاكل بارد يقول رجعه زي ماهو وخذ فلوسك ويبغى يحملني الغلط بصراحه اداره ورقم شكاوي تخدير للعميل المفروض رد اعتبار اي شي اناتمنيت اني دفعت ضعف المبلغ واني طلبت من مكان ثاني ولا انحطيت بالموقف المحرج,نصيحه نصيحه  ماحد يطلب للبيت انا فشلوني بضيوفي طلبت نص تيس يوصل الساعه عشره هما وصلوه 11:30 والاكل بارد واشتكي ولافيه اي تجاوب وبرود ويكلمني واحد اسلوبه جاف اقوله الاكل بارد يقول رجعه زي ماهو وخذ فلوسك ويبغى يحملني الغلط بصراحه اداره ورقم شكاوي تخدير للعميل المفروض  رد اعتبار اي شي  اناتمنيت اني دفعت ضعف المبلغ واني طلبت من مكان ثاني ولا انحطيت بالموقف المحرج,"['delivery', 'food', 'service']","{'delivery': 'negative', 'food': 'negative', 'service': 'negative'}",0.2,0,361,65,0.8005540166204986,0
1007,الاكل سيء جدا حتى الحلو والمشروبات.,الاكل سيء جداً حتى الحلو والمشروبات.,['food'],{'food': 'negative'},0.4,0,36,6,0.8333333333333334,0
5833,صيدليه مغليه سعر بعض الادويه عن الصيدليات الاخري ب ٢٠ جنيه عشان موسم الشتا طلبت نفس الدواء من صيدليه اخري بسعره العادي,صيدليه مغليه سعر بعض الادويه عن الصيدليات الاخري ب ٢٠ جنيه (عشان موسم الشتا) طلبت نفس الدواء من صيدليه اخري بسعره العادي,['price'],{'price': 'negative'},0.2,0,120,22,0.8083333333333333,0
6502,ذفت روحوا شوفوا خدمه عملاء ترد على الناس الاول وبعد كده اعملوا برامج برنامج فاشل,ذفت روحوا شوفوا خدمه عملاء ترد على الناس الاول وبعد كده اعملوا برامج برنامج فاااااشل,"['service', 'app_experience']","{'service': 'negative', 'app_experience': 'negative'}",0.2,1,84,15,0.8333333333333334,0
9925,تطبيق رايع جدا,تطبيق رائع جدا,['app_experience'],{'app_experience': 'positive'},1.0,1,14,3,0.8571428571428571,0
5948,المكان كويس جدا جدا والخدمة كويسه وكل الشكر,"المكان كويس جدا جدا
والخدمة كويسه وكل الشكر","['ambiance', 'service']","{'ambiance': 'positive', 'service': 'positive'}",1.0,0,43,8,0.8372093023255814,0
7924,ممتاز,ممتاز,['general'],{'general': 'positive'},1.0,1,5,1,1.0,0
8371,التطبيق باظ مبقاش شغال خسارة كان من افضل التطبيقات,التطبيق باظ مبقاش شغال خسارة كان من افضل التطبيقات,['app_experience'],{'app_experience': 'negative'},0.2,1,50,9,0.84,0
3789,مكاني المفضل بكل وقت,مكاني المفضل بكل وقت ❤️❤️,['general'],{'general': 'positive'},1.0,0,25,5,0.68,0
912,حضرنا افطار فى رمضان ، المكان منظم جدا من اول الدخول على باب المطعم ، فى مكان للصلاة ، الاكل كان ممتاز الصراحة و مستوى مظبوط و دى عادة بتوقع مطاعم كتير خصوصا فى رمضان ، طاقم الضيافة متميز جدا و حابين نشكر كابتن سمير على جودة الخدمة و تتكرر عن قريب ان شاء الله,حضرنا افطار فى رمضان ، المكان منظم جدا من اول الدخول على باب المطعم ، فى مكان للصلاة ، الاكل كان ممتاز الصراحة و مستوى مظبوط و دى عادة بتوقع مطاعم كتير خصوصا فى رمضان ، طاقم الضيافة متميز جدا و حابين نشكر كابتن/ سمير على جودة الخدمة و تتكرر عن قريب إن شاء الله,"['ambiance', 'food', 'service']","{'ambiance': 'positive', 'food': 'positive', 'service': 'positive'}",1.0,0,260,55,0.7884615384615384,0
4971,مركز زى الزفت ودمر اسنان ناس كتير حسبى الله ونعم الوكيل,مركز زى الزفت ودمر اسنان ناس كتير حسبى الله ونعم الوكيل,['service'],{'service': 'negative'},0.2,0,55,11,0.8181818181818182,0
4432,سويت مجموعة خدمات شغل احلام يجنن يعطيها العافيه وصابرينن العسل تشتغل بذمه وضميرر سوت شعري واضافري الاسلوب والاخلاق قمه فوق التقييم صراحه حبيتها صابرين,سويت مجموعة خدمات شغل احلام يجنن يعطيها العافيه وصابرينن العسلللللل تشتغل بذمه وضميرر سوت شعري واضافري الاسلوب والاخلاققق قمههه فوق التقييم صراحه حبيتهااا (صابرين🤍),['service'],{'service': 'positive'},1.0,0,164,24,0.8414634146341463,1
9837,نصابين بعد ما اكدت الحجز ورحت المكان غرفتان 414.48 SAR ضريبة القيمة المضافة 62.17 SAR ضريبة المدينة 10.36 SAR رسوم التنظيف 62.17 SAR رسوم اخرى 72.53 SAR معي الاثبات ارسلوا ايميل بالمبلغ الاجمالي وبعدها لقيت الايميل متعدل بسعر جديد عند الدفع,نصابين بعد ما أكدت الحجز ورحت المكان غرفتان 414.48 SAR ضريبة القيمة المضافة 62.17 SAR ضريبة المدينة 10.36 SAR رسوم التنظيف 62.17 SAR رسوم أخرى 72.53 SAR معي الإثبات أرسلوا ايميل بالمبلغ الإجمالي وبعدها لقيت الايميل متعدل بسعر جديد عند الدفع,"['price', 'app_experience', 'service']","{'price': 'negative', 'app_experience': 'negative', 'service': 'negative'}",0.2,1,240,41,0.6625,0
2086,اتصلت اطلب اوردر انا جنبهم قالي ساعه الاربع الي ساعه قولتله كتير قالي طيب يجي الاوردر بعد ساعه ونص وخمس دقايق واتصلت كذا مره يقولي خارج وفي الاخر الاكل بارد والعلبه معجونه من المياه لف لما الاكل برد ده دليل مش علي كتر الشغل دليل علي قله دليفري عنده يلطع الناس والدليفري يستلم الاوردرات ويوزع والناس تزهق والاكل بارد ملوش لازمه,اتصلت اطلب أوردر انا جنبهم قالي ساعه الاربع الي ساعه قولتله كتير قالي طيب يجي الاوردر بعد ساعه ونص وخمس دقايق واتصلت كذا مره يقولي خارج وفي الاخر الاكل بارد والعلبه معجونه من المياه لف لما الاكل برد ده دليل مش علي كتر الشغل دليل علي قله دليفري عنده يلطع الناس والدليفري يستلم الاوردرات ويوزع والناس تزهق والاكل بارد ملوش لازمه,"['delivery', 'service', 'food']","{'delivery': 'negative', 'service': 'negative', 'food': 'negative'}",0.2,0,326,61,0.8159509202453987,0
9551,تطبيق ممتاز جدا,تطبيق ممتاز جدا,['app_experience'],{'app_experience': 'positive'},1.0,1,15,3,0.8666666666666667,0
7471,جوميا من افضل تسويق علي النت مصداقية وشفافية واشياء اصلي,جوميا من افضل تسويق علي النت مصداقية وشفافية وأشياء أصلي,['app_experience'],{'app_experience': 'positive'},0.8,1,56,10,0.8392857142857143,0
1294,مطعم لذيذ و محمود جابر ما قصر معانا,مطعم لذيذ و محمود جابر ما قصر معانا 👍🏽,"['food', 'service']","{'food': 'positive', 'service': 'positive'}",1.0,0,38,9,0.7368421052631579,1
8780,تطبيق حلو لاانو في اغاني الشامي,تطبيق حلو لاانو في اغاني الشامي 🫢🫣,['app_experience'],{'app_experience': 'positive'},1.0,1,34,7,0.7647058823529411,1
1038,مكان جميل جدا شكرا,مكان جميل جدا شكرا,['ambiance'],{'ambiance': 'positive'},1.0,0,18,4,0.8333333333333334,0
5766,بصراحه الفندق فيه راحه نفسيه بسبب الاطلالة على النيل والنظافه ممتازه وتعامل الجميل والرايع من الاستاذ محمد صلاح ابو انس وام علا عزه ومدير الفندق كريم وصاحب الفندق شريف وانصح التعامل معه والخدمات كلها قريبه منك,بصراحه الفندق فيه راحه نفسيه بسبب الاطلالة على النيل والنظافه ممتازه وتعامل الجميل والرائع من الاستاذ محمد صلاح أبو أنس وأم علا عزه ومدير الفندق كريم وصاحب الفندق شريف وأنصح التعامل معه والخدمات كلها قريبه منك,"['ambiance', 'cleanliness', 'service']","{'ambiance': 'positive', 'cleanliness': 'positive', 'service': 'positive'}",1.0,0,209,36,0.8325358851674641,0
2492,كمية قله ذوق ملقتهاش غير في المكان ده من كل الناس اللي موجوده في المكان من اول ال staff لحد الowner,كمية قله ذوق ملقتهاش غير في المكان ده من كل الناس اللي موجوده في المكان من اول ال staff لحد الowner,['service'],{'service': 'negative'},0.2,0,99,21,0.696969696969697,0
1846,الخدمه ممتازه والناس ممتازين فى رعاية القلب والدورالسادس,الخدمه ممتازه والناس ممتازين فى رعاية القلب والدورالسادس,['service'],{'service': 'positive'},1.0,0,56,8,0.875,0
