review_id,text_clean,text_raw,aspect,sentiment,star_rating_norm,is_app_platform
679,لتنويه ماتدخل المطعم الا برسوم بسيطه وثاني شي الاكل لك عليه بس الي جازلي المشلتت والاكل بارد Z,لتنويه ماتدخل المطعم إلا برسوم بسيطه وثاني شي الاكل لك عليه بس الي جازلي المشلتت والاكل بارد Z,food,negative,0.6,0
679,لتنويه ماتدخل المطعم الا برسوم بسيطه وثاني شي الاكل لك عليه بس الي جازلي المشلتت والاكل بارد Z,لتنويه ماتدخل المطعم إلا برسوم بسيطه وثاني شي الاكل لك عليه بس الي جازلي المشلتت والاكل بارد Z,service,negative,0.6,0
2725,مطعم خيالى والاكل تحفه بشكر كل الناس وابو نوح,مطعم خيالى والأكل تحفه بشكر كل الناس وابو نوح,food,positive,1.0,0
1544,من افضل المطاعم اليمنيه في مصر ممكن اروح عندو كل وجبه ما تمل منه,"من أفضل المطاعم اليمنيه في مصر
 ممكن اروح عندو كل وجبه
 ما تمل منه",food,positive,1.0,0
6378,جامد اوي,جامد اوي,general,positive,1.0,1
6907,ممتاز ورايع,ممتاز ورايع,general,positive,1.0,1
4653,هذا المطعم يستغل اسم حضرموت وليس جيد,هذا المطعم يستغل اسم حضرموت وليس جيد,food,negative,0.2,0
4955,خدمة محترفة، دكاترة على اعلى مستوى، ومعاملة راقية جدا. تجربتي في مركز العبد ممتازة وانصح بيه بثقة.,‎“خدمة محترفة، دكاترة على أعلى مستوى، ومعاملة راقية جدًا. تجربتي في مركز العبد ممتازة وأنصح بيه بثقة.”,service,positive,1.0,0
6847,برنامج جدا زفت اسعار غالية ويزود بي كيلوات,برنامج جدآ زفت اسعار غالية ويزود بي كيلوات,app_experience,negative,0.2,1
6847,برنامج جدا زفت اسعار غالية ويزود بي كيلوات,برنامج جدآ زفت اسعار غالية ويزود بي كيلوات,price,negative,0.2,1
3030,الاكل سيي جدا ماعدا بعض انواع البيتزا فقط,الاكل سيئ جدا ماعدا بعض انواع البيتزا فقط,food,negative,0.2,0
4367,المكان والمعاملة والخدمة نفسها احسن ما يكون وبينصحوكي من قلبهم بجد مش مجرد انك زبونة وخلاص.. بحبكم اد الدنيا,"المكان والمعاملة والخدمة نفسها احسن ما يكون ♥️♥️
 وبينصحوكي من قلبهم بجد مش مجرد انك زبونة وخلاص.. بحبكم أاااد الدنيا 😘",ambiance,positive,1.0,0
4367,المكان والمعاملة والخدمة نفسها احسن ما يكون وبينصحوكي من قلبهم بجد مش مجرد انك زبونة وخلاص.. بحبكم اد الدنيا,"المكان والمعاملة والخدمة نفسها احسن ما يكون ♥️♥️
 وبينصحوكي من قلبهم بجد مش مجرد انك زبونة وخلاص.. بحبكم أاااد الدنيا 😘",service,positive,1.0,0
5310,مفيش تجديد والاجهزة قديمة وممل بس عشان اقرب حاجة لشغلي فقط وزي الزفت ومنصحش اي حد يشترك فيه زحمة عشان في مدربين من خارج الجيم ومعاهم الناس بتعهم وداخل الجيم بردو زحمة على الاجهزة ومكان الكلاس اكادمية وتعليم فا مش فاضي انك تعمل اي حاجة وبليل مش بتلاقي جهاز فاضي مش عشان حلاوة الجيم بس تمرنتك بتبوظ عشان الانتظار على الماشين,مفيش تجديد والأجهزة قديمة وممل بس عشان أقرب حاجة لشغلي فقط وزي الزفت ومنصحش اي حد يشترك فيه زحمة عشان في مدربين من خارج الجيم ومعاهم الناس بتعهم وداخل الجيم بردو زحمة على الأجهزة ومكان الكلاس اكادمية وتعليم فا مش فاضي انك تعمل اي حاجة وبليل مش بتلاقي جهاز فاضي مش عشان حلاوة الجيم بس تمرنتك بتبوظ عشان الانتظار على الماشين,ambiance,negative,0.2,0
5310,مفيش تجديد والاجهزة قديمة وممل بس عشان اقرب حاجة لشغلي فقط وزي الزفت ومنصحش اي حد يشترك فيه زحمة عشان في مدربين من خارج الجيم ومعاهم الناس بتعهم وداخل الجيم بردو زحمة على الاجهزة ومكان الكلاس اكادمية وتعليم فا مش فاضي انك تعمل اي حاجة وبليل مش بتلاقي جهاز فاضي مش عشان حلاوة الجيم بس تمرنتك بتبوظ عشان الانتظار على الماشين,مفيش تجديد والأجهزة قديمة وممل بس عشان أقرب حاجة لشغلي فقط وزي الزفت ومنصحش اي حد يشترك فيه زحمة عشان في مدربين من خارج الجيم ومعاهم الناس بتعهم وداخل الجيم بردو زحمة على الأجهزة ومكان الكلاس اكادمية وتعليم فا مش فاضي انك تعمل اي حاجة وبليل مش بتلاقي جهاز فاضي مش عشان حلاوة الجيم بس تمرنتك بتبوظ عشان الانتظار على الماشين,service,negative,0.2,0
5788,افضل دكتوره اسنان والله خلعت عندها جذور الضرس ولا حسيت بشيء الي عنده فوبيا من عيادات الاسنان يمرها ولا راح يحس بحاجه,افضل دكتوره أسنان والله خلعت عندها جذور الضرس ولا حسيت بشيء الي عنده فوبيا من عيادات الأسنان يمرها ولا راح يحس بحاجه ❤️,general,positive,1.0,0
9149,علي فكره دا التطبيق اشتراك بس مش عارف يعني,علي فكره دا التطبيق اشتراك بس مش عارف يعني,app_experience,neutral,1.0,1
4667,عيادات كويسه جدا والناس ذوق جدا والدكتور محترم وكويس والعياده نظيفه,عيادات كويسه جدا والناس ذوق جدا والدكتور محترم وكويس والعياده نظيفه,service,positive,1.0,0
4667,عيادات كويسه جدا والناس ذوق جدا والدكتور محترم وكويس والعياده نظيفه,عيادات كويسه جدا والناس ذوق جدا والدكتور محترم وكويس والعياده نظيفه,cleanliness,positive,1.0,0
2031,اودر رقم 6 فرع اكتوبر يوم 17 3 2025 للاسف الاكل سي للغايه التوصيل غير ملتزم في المواعيد المندوب قليل الادب واسلوبه زفت الاتصال بالفرع عاوز 3 او اربع ساعات للرد جوده الاكل المطاعم الشعبي افضل منه,"اودر رقم 6 فرع اكتوبر يوم 17/3-2025
 للاسف الاكل سئ للغايه التوصيل غير ملتزم في المواعيد المندوب قليل الادب واسلوبه زفت الاتصال بالفرع عاوز 3 او اربع ساعات للرد
 جوده الاكل المطاعم الشعبي افضل منه",food,negative,0.2,0
2031,اودر رقم 6 فرع اكتوبر يوم 17 3 2025 للاسف الاكل سي للغايه التوصيل غير ملتزم في المواعيد المندوب قليل الادب واسلوبه زفت الاتصال بالفرع عاوز 3 او اربع ساعات للرد جوده الاكل المطاعم الشعبي افضل منه,"اودر رقم 6 فرع اكتوبر يوم 17/3-2025
 للاسف الاكل سئ للغايه التوصيل غير ملتزم في المواعيد المندوب قليل الادب واسلوبه زفت الاتصال بالفرع عاوز 3 او اربع ساعات للرد
 جوده الاكل المطاعم الشعبي افضل منه",delivery,negative,0.2,0
2031,اودر رقم 6 فرع اكتوبر يوم 17 3 2025 للاسف الاكل سي للغايه التوصيل غير ملتزم في المواعيد المندوب قليل الادب واسلوبه زفت الاتصال بالفرع عاوز 3 او اربع ساعات للرد جوده الاكل المطاعم الشعبي افضل منه,"اودر رقم 6 فرع اكتوبر يوم 17/3-2025
 للاسف الاكل سئ للغايه التوصيل غير ملتزم في المواعيد المندوب قليل الادب واسلوبه زفت الاتصال بالفرع عاوز 3 او اربع ساعات للرد
 جوده الاكل المطاعم الشعبي افضل منه",service,negative,0.2,0
9048,ياريت بعض القصايد الحسينيه يخلوها بالبرنامج لان اكو قصايد قديمه وحيل حلوه بس ماموجوده,ياريت بعض القصائد الحسينيه يخلوها بالبرنامج لان اكو قصائد قديمه وحيل حلوه بس ماموجوده,app_experience,negative,0.8,1
9899,اخترنا فندق عبر البوكينق على ثقه وسمعه التطبيق..ولما وصلنا الى الفندق كان سي جدا وتحت المستوى. فاضطريت الى استيجار فندق اخر.. تطبيق فاقد للثقه..اي فندق ينحط فيه حتى ولو سيي,اخترنا فندق عبر البوكينق على ثقه وسمعه التطبيق..ولما وصلنا الى الفندق كان سئ جدا وتحت المستوى. فاضطريت الى استئجار فندق اخر.. تطبيق فاقد للثقه..اي فندق ينحط فيه حتى ولو سيئ,app_experience,negative,0.2,1
9899,اخترنا فندق عبر البوكينق على ثقه وسمعه التطبيق..ولما وصلنا الى الفندق كان سي جدا وتحت المستوى. فاضطريت الى استيجار فندق اخر.. تطبيق فاقد للثقه..اي فندق ينحط فيه حتى ولو سيي,اخترنا فندق عبر البوكينق على ثقه وسمعه التطبيق..ولما وصلنا الى الفندق كان سئ جدا وتحت المستوى. فاضطريت الى استئجار فندق اخر.. تطبيق فاقد للثقه..اي فندق ينحط فيه حتى ولو سيئ,service,negative,0.2,1
7199,البضاعة جيدة خدمة التوصيل سيية جدا الطلبيه لا تصل مجموعة واحدة ماتاصل للبيت بالقرى لازم استلمها من مكتب التوصيل والطلبيه لا تاتي مجموعة واحدة كل قطعة لوحدها اضطر اروح كل يوم اخذ قطعه,البضاعة جيدة خدمة التوصيل سيئة جدا الطلبيه لا تصل مجموعة واحدة ماتاصل للبيت بالقرى لازم استلمها من مكتب التوصيل والطلبيه لا تأتي مجموعة واحدة كل قطعة لوحدها اضطر اروح كل يوم اخذ قطعه,service,positive,0.2,1
7199,البضاعة جيدة خدمة التوصيل سيية جدا الطلبيه لا تصل مجموعة واحدة ماتاصل للبيت بالقرى لازم استلمها من مكتب التوصيل والطلبيه لا تاتي مجموعة واحدة كل قطعة لوحدها اضطر اروح كل يوم اخذ قطعه,البضاعة جيدة خدمة التوصيل سيئة جدا الطلبيه لا تصل مجموعة واحدة ماتاصل للبيت بالقرى لازم استلمها من مكتب التوصيل والطلبيه لا تأتي مجموعة واحدة كل قطعة لوحدها اضطر اروح كل يوم اخذ قطعه,delivery,negative,0.2,1
4644,ا.ميرفت صاحبة الفندق من اجمل الشخصيات اللي ممكن تتعامل معاها ، حبوبة ومحترمة جدا وزي العسل والله شكرا كثيرا انا اتعامل معاهم دايما ، بالذات لما يجوني ضيوف ابلغها وترتب كل الامور الله يسعدك,"أ.ميرفت صاحبة الفندق
 من أجمل الشخصيات اللي ممكن تتعامل معاها ، حبوبة ومحترمة جدا وزي العسل والله شكرًا كثيرا انا اتعامل معاهم دايمًا ، بالذات لما يجوني ضيوف ابلغها وترتب كل الامور الله يسعدك 💙",service,positive,1.0,0
9627,لدي تجربة سييه تم حجز تذكرة عن طريق محرك ويجو وفي نهاية المطاف طلعت عملية نصب والمحرك يقول ما دخلت حسابهم وراحت على الفلوس تواصلت مع خدمة العملاء ويجو ولا يجود اي حل الحذر تنبيه والحذر قبل الحجز انا من واقع تجربة خدمة العملاء تبع ويجو يقولو تواصل مع البنك بعد خصم المبلغ وان الفلوس اللي اتخصمت منك مدخلتش حساب شركة رحلات اللي حجزت عليه طيب مين اللي اخذ الفلوس ولحساب مين راحت هل التطبيق تبعكم مخترق مثلا ولا الوضع فيه شي مريب لا حجز ولا فلوس رجعت وانكار بعد وصول المبلغ اللي حسابكم وين الخطاء,لدي تجربة سيئه تم حجز تذكرة عن طريق محرك ويجو وفي نهاية المطاف طلعت عملية نصب والمحرك يقول ما دخلت حسابهم وراحت على الفلوس تواصلت مع خدمة العملاء ويجو ولا يجود اي حل الحذر تنبيه والحذر قبل الحجز انا من واقع تجربة خدمة العملاء تبع ويجو يقولو تواصل مع البنك بعد خصم المبلغ وان الفلوس اللي اتخصمت منك مدخلتش حساب شركة رحلات اللي حجزت عليه طيب مين اللي اخذ الفلوس ولحساب مين راحت هل التطبيق تبعكم مخترق مثلا ولا الوضع فيه شئ مريب لا حجز ولا فلوس رجعت وانكار بعد وصول المبلغ اللي حسابكم وين الخطاء,app_experience,negative,0.2,1
9627,لدي تجربة سييه تم حجز تذكرة عن طريق محرك ويجو وفي نهاية المطاف طلعت عملية نصب والمحرك يقول ما دخلت حسابهم وراحت على الفلوس تواصلت مع خدمة العملاء ويجو ولا يجود اي حل الحذر تنبيه والحذر قبل الحجز انا من واقع تجربة خدمة العملاء تبع ويجو يقولو تواصل مع البنك بعد خصم المبلغ وان الفلوس اللي اتخصمت منك مدخلتش حساب شركة رحلات اللي حجزت عليه طيب مين اللي اخذ الفلوس ولحساب مين راحت هل التطبيق تبعكم مخترق مثلا ولا الوضع فيه شي مريب لا حجز ولا فلوس رجعت وانكار بعد وصول المبلغ اللي حسابكم وين الخطاء,لدي تجربة سيئه تم حجز تذكرة عن طريق محرك ويجو وفي نهاية المطاف طلعت عملية نصب والمحرك يقول ما دخلت حسابهم وراحت على الفلوس تواصلت مع خدمة العملاء ويجو ولا يجود اي حل الحذر تنبيه والحذر قبل الحجز انا من واقع تجربة خدمة العملاء تبع ويجو يقولو تواصل مع البنك بعد خصم المبلغ وان الفلوس اللي اتخصمت منك مدخلتش حساب شركة رحلات اللي حجزت عليه طيب مين اللي اخذ الفلوس ولحساب مين راحت هل التطبيق تبعكم مخترق مثلا ولا الوضع فيه شئ مريب لا حجز ولا فلوس رجعت وانكار بعد وصول المبلغ اللي حسابكم وين الخطاء,service,negative,0.2,1
9627,لدي تجربة سييه تم حجز تذكرة عن طريق محرك ويجو وفي نهاية المطاف طلعت عملية نصب والمحرك يقول ما دخلت حسابهم وراحت على الفلوس تواصلت مع خدمة العملاء ويجو ولا يجود اي حل الحذر تنبيه والحذر قبل الحجز انا من واقع تجربة خدمة العملاء تبع ويجو يقولو تواصل مع البنك بعد خصم المبلغ وان الفلوس اللي اتخصمت منك مدخلتش حساب شركة رحلات اللي حجزت عليه طيب مين اللي اخذ الفلوس ولحساب مين راحت هل التطبيق تبعكم مخترق مثلا ولا الوضع فيه شي مريب لا حجز ولا فلوس رجعت وانكار بعد وصول المبلغ اللي حسابكم وين الخطاء,لدي تجربة سيئه تم حجز تذكرة عن طريق محرك ويجو وفي نهاية المطاف طلعت عملية نصب والمحرك يقول ما دخلت حسابهم وراحت على الفلوس تواصلت مع خدمة العملاء ويجو ولا يجود اي حل الحذر تنبيه والحذر قبل الحجز انا من واقع تجربة خدمة العملاء تبع ويجو يقولو تواصل مع البنك بعد خصم المبلغ وان الفلوس اللي اتخصمت منك مدخلتش حساب شركة رحلات اللي حجزت عليه طيب مين اللي اخذ الفلوس ولحساب مين راحت هل التطبيق تبعكم مخترق مثلا ولا الوضع فيه شئ مريب لا حجز ولا فلوس رجعت وانكار بعد وصول المبلغ اللي حسابكم وين الخطاء,delivery,negative,0.2,1
7731,تطبيق يشل خدمة العملاء اللي تقوله تعيده ومفيش حل مشاكل اللي بتقول عليه في حسابك وقفلوا الشات وخدمة الاتصال من التطبيق ولا تعرف تتواصل معهم من التطبيق خدمة عملاء وتاخير في الشحن,تطبيق يشل خدمة العملاء اللي تقوله تعيده ومفيش حل مشاكل اللي بتقول عليه في حسابك وقفلوا الشات وخدمة الإتصال من التطبيق ولا تعرف تتواصل معهم من التطبيق خدمة عملاء وتأخير في الشحن 👎,app_experience,negative,0.2,1
7731,تطبيق يشل خدمة العملاء اللي تقوله تعيده ومفيش حل مشاكل اللي بتقول عليه في حسابك وقفلوا الشات وخدمة الاتصال من التطبيق ولا تعرف تتواصل معهم من التطبيق خدمة عملاء وتاخير في الشحن,تطبيق يشل خدمة العملاء اللي تقوله تعيده ومفيش حل مشاكل اللي بتقول عليه في حسابك وقفلوا الشات وخدمة الإتصال من التطبيق ولا تعرف تتواصل معهم من التطبيق خدمة عملاء وتأخير في الشحن 👎,service,negative,0.2,1
7731,تطبيق يشل خدمة العملاء اللي تقوله تعيده ومفيش حل مشاكل اللي بتقول عليه في حسابك وقفلوا الشات وخدمة الاتصال من التطبيق ولا تعرف تتواصل معهم من التطبيق خدمة عملاء وتاخير في الشحن,تطبيق يشل خدمة العملاء اللي تقوله تعيده ومفيش حل مشاكل اللي بتقول عليه في حسابك وقفلوا الشات وخدمة الإتصال من التطبيق ولا تعرف تتواصل معهم من التطبيق خدمة عملاء وتأخير في الشحن 👎,delivery,negative,0.2,1
9140,والله صراحه تطبيق استغلالي بححت لدرجه هو الي يختار لك وش تسمع,والله صراحه تطبيق استغلالي بححت لدرجه هو الي يختار لك وش تسمع 💀,app_experience,negative,0.2,1
8259,الابلكيشن لا يفتح ولايدخل علي الحساب له اربع ايام مالسبب علما اني جربت عل تليفون اخر نفس المشكله,الابلكيشن لا يفتح ولايدخل علي الحساب له اربع ايام مالسبب علما اني جربت عل تليفون اخر نفس المشكله,app_experience,negative,0.2,1
5793,الدكتورة نهي ياسين ماشاءالله يعني دكتورة بعني الكلمه وضوح الحاصل وتعمل مع الاطفال بكل حنيه وذوق تعليق دانة صلاح,الدكتورة نهي ياسين ماشاءالله يعني دكتورة بعني الكلمه وضوح الحاصل وتعمل مع الأطفال بكل حنيه وذوق تعليق دانة صلاح,service,positive,1.0,0
7373,التطبيق صار ردي جدا ويجبر على التحديث كل اسبوع ما هذا؟ ؟؟,التطبيق صار ردئ جدا ويجبر على التحديث كل اسبوع ما هذا؟؟؟؟؟؟ ؟؟,app_experience,negative,0.2,1
8295,نزلت اعلان فري لشقتي وجالى عملاء فعلا مهتمين وشقتي اتباعت عن طريق عقارماب تجربة ممتازة,نزلت اعلان فري لشقتي وجالى عملاء فعلا مهتمين وشقتي اتباعت عن طريق عقارماب تجربة ممتازة,service,positive,1.0,1
8295,نزلت اعلان فري لشقتي وجالى عملاء فعلا مهتمين وشقتي اتباعت عن طريق عقارماب تجربة ممتازة,نزلت اعلان فري لشقتي وجالى عملاء فعلا مهتمين وشقتي اتباعت عن طريق عقارماب تجربة ممتازة,app_experience,positive,1.0,1
3460,سوبر ماركت,سوبر ماركت,general,neutral,1.0,0
4459,بجد من احسن الاماكن الي تعاملت معاها من حيث الخدمه والاستقبال وبجد الاستاذ مجدي من اشطر الناس الي بتعمل شعر و الصبغه والقص وانا مبسوطه بالتعامل معاه,بجد من احسن الاماكن الي تعاملت معاها من حيث الخدمه والاستقبال وبجد الاستاذ مجدي من اشطر الناس الي بتعمل شعر و الصبغه والقص وانا مبسوطه بالتعامل معاه,service,positive,1.0,0
1283,والله هو اول تجربه وهي الاسوء يعني اكلم فرع يقول لي لا الزوم مش متاح في مع ان المكان بتاعي جنب ارض اللواء من عند الطريق الابيض كلمت الفرع الثاني يقول لي برده الزوم مش متاح فرع الترسانه وفرع سوريا,والله هو اول تجربه وهي الاسوء يعني اكلم فرع يقول لي لا الزوم مش متاح في مع ان المكان بتاعي جنب ارض اللواء من عند الطريق الابيض كلمت الفرع الثاني يقول لي برده الزوم مش متاح فرع الترسانه وفرع سوريا,service,negative,0.2,0
1283,والله هو اول تجربه وهي الاسوء يعني اكلم فرع يقول لي لا الزوم مش متاح في مع ان المكان بتاعي جنب ارض اللواء من عند الطريق الابيض كلمت الفرع الثاني يقول لي برده الزوم مش متاح فرع الترسانه وفرع سوريا,والله هو اول تجربه وهي الاسوء يعني اكلم فرع يقول لي لا الزوم مش متاح في مع ان المكان بتاعي جنب ارض اللواء من عند الطريق الابيض كلمت الفرع الثاني يقول لي برده الزوم مش متاح فرع الترسانه وفرع سوريا,delivery,negative,0.2,0
6593,حظرت بلا سبب,حظرت بلا سبب,service,negative,0.2,1
3704,الكوافير خيال عملت شعري استشوار وويفي يجنن وعموما كل خدماتهم حلوة,"الكوافير خيال عملت شعري استشوار وويفي يجنن
 وعموما كل خدماتهم حلوة",service,positive,1.0,0
528,ممتاز,ممتاز,general,positive,1.0,0
6155,عيادة ممتازة، نظام و نظافة و احترام و تعامل كله في منتهي المهنية. دكتور محمد طلعت من اشطر دكاترة الاسنان اللي اتعاملت معاهم.,عيادة ممتازة، نظام و نظافة و احترام و تعامل كله في منتهي المهنية. دكتور محمد طلعت من اشطر دكاترة الاسنان اللي اتعاملت معاهم.,cleanliness,positive,1.0,0
6155,عيادة ممتازة، نظام و نظافة و احترام و تعامل كله في منتهي المهنية. دكتور محمد طلعت من اشطر دكاترة الاسنان اللي اتعاملت معاهم.,عيادة ممتازة، نظام و نظافة و احترام و تعامل كله في منتهي المهنية. دكتور محمد طلعت من اشطر دكاترة الاسنان اللي اتعاملت معاهم.,service,positive,1.0,0
556,حماد حمد لله على السلامة يا روحي,حماد حمد لله على السلامة يا روحي,none,neutral,0.2,0
9973,جاهز,جاهز,none,neutral,1.0,1
6801,التطبيق مره جميل جدا جدا,التطبيق مره جميل جدا جدا,app_experience,positive,1.0,1
6783,من اسوء التجارب اللى مريت بها اى مشكله مع الكابتن او الاجرة تتصل بخدمة العملاء مش موجوده اصلا ومحدش بيعبرك ولا يرد عليك وعشان تعرفوا انكم برنامج مش تمام عملتو replay على التقييم على اساس انكم بتهتموا وكده وبعتولى لينك ولعت الشكاوى 3مرات ومحدش برده يرد,من اسوء التجارب اللى مريت بها اى مشكله مع الكابتن أو الأجرة تتصل بخدمة العملاء مش موجوده اصلا ومحدش بيعبرك ولا يرد عليك وعشان تعرفوا انكم برنامج مش تمام عملتو replay على التقييم على أساس انكم بتهتموا وكده وبعتولى لينك ولعت الشكاوى 3مرات ومحدش برده يرد,service,negative,0.2,1
6783,من اسوء التجارب اللى مريت بها اى مشكله مع الكابتن او الاجرة تتصل بخدمة العملاء مش موجوده اصلا ومحدش بيعبرك ولا يرد عليك وعشان تعرفوا انكم برنامج مش تمام عملتو replay على التقييم على اساس انكم بتهتموا وكده وبعتولى لينك ولعت الشكاوى 3مرات ومحدش برده يرد,من اسوء التجارب اللى مريت بها اى مشكله مع الكابتن أو الأجرة تتصل بخدمة العملاء مش موجوده اصلا ومحدش بيعبرك ولا يرد عليك وعشان تعرفوا انكم برنامج مش تمام عملتو replay على التقييم على أساس انكم بتهتموا وكده وبعتولى لينك ولعت الشكاوى 3مرات ومحدش برده يرد,app_experience,negative,0.2,1
5025,ساندويتش شاورمة فراخ من اسوء مايمكن بارد ولا ليه طعم وزفر زفارة وب 100ج تجربة سيية جدا وزي الزفت الصراحة .,ساندويتش شاورمة فراخ من أسوء مايمكن بارد ولا ليه طعم وزفر زفارة وب 100ج تجربة سيئة جداً وزي الزفت الصراحة ...,food,negative,0.2,0
5025,ساندويتش شاورمة فراخ من اسوء مايمكن بارد ولا ليه طعم وزفر زفارة وب 100ج تجربة سيية جدا وزي الزفت الصراحة .,ساندويتش شاورمة فراخ من أسوء مايمكن بارد ولا ليه طعم وزفر زفارة وب 100ج تجربة سيئة جداً وزي الزفت الصراحة ...,price,negative,0.2,0
5491,مكان اكثر من رايع والاكل لايعلي عليه,مكان أكثر من رائع والأكل لايعلي عليه,ambiance,positive,1.0,0
5491,مكان اكثر من رايع والاكل لايعلي عليه,مكان أكثر من رائع والأكل لايعلي عليه,food,positive,1.0,0
6630,كان تطبيقي المفضل لمدة تزيد عن ٣ سنوات في الفترة الاخيرة ماصار في سيارات بمبالغ قياسية للموظفين اللي يستخدموه بشكل يومي والاسعار مبالغ فيها وبعض السيارات لا نظافة ولا اسلوب فللاسف حذفت التطبيق ، البدايل صارت متوفرة لكن الخدمة اللي تخلي التطبيق ناجح,كان تطبيقي المفضل لمدة تزيد عن ٣ سنوات في الفترة الأخيرة ماصار في سيارات بمبالغ قياسية للموظفين اللي يستخدموه بشكل يومي والأسعار مبالغ فيها وبعض السيارات لا نظافة ولا إسلوب فللأسف حذفت التطبيق ، البدائل صارت متوفرة لكن الخدمة اللي تخلي التطبيق ناجح,app_experience,negative,0.4,1
6630,كان تطبيقي المفضل لمدة تزيد عن ٣ سنوات في الفترة الاخيرة ماصار في سيارات بمبالغ قياسية للموظفين اللي يستخدموه بشكل يومي والاسعار مبالغ فيها وبعض السيارات لا نظافة ولا اسلوب فللاسف حذفت التطبيق ، البدايل صارت متوفرة لكن الخدمة اللي تخلي التطبيق ناجح,كان تطبيقي المفضل لمدة تزيد عن ٣ سنوات في الفترة الأخيرة ماصار في سيارات بمبالغ قياسية للموظفين اللي يستخدموه بشكل يومي والأسعار مبالغ فيها وبعض السيارات لا نظافة ولا إسلوب فللأسف حذفت التطبيق ، البدائل صارت متوفرة لكن الخدمة اللي تخلي التطبيق ناجح,price,negative,0.4,1
6630,كان تطبيقي المفضل لمدة تزيد عن ٣ سنوات في الفترة الاخيرة ماصار في سيارات بمبالغ قياسية للموظفين اللي يستخدموه بشكل يومي والاسعار مبالغ فيها وبعض السيارات لا نظافة ولا اسلوب فللاسف حذفت التطبيق ، البدايل صارت متوفرة لكن الخدمة اللي تخلي التطبيق ناجح,كان تطبيقي المفضل لمدة تزيد عن ٣ سنوات في الفترة الأخيرة ماصار في سيارات بمبالغ قياسية للموظفين اللي يستخدموه بشكل يومي والأسعار مبالغ فيها وبعض السيارات لا نظافة ولا إسلوب فللأسف حذفت التطبيق ، البدائل صارت متوفرة لكن الخدمة اللي تخلي التطبيق ناجح,cleanliness,negative,0.4,1
6630,كان تطبيقي المفضل لمدة تزيد عن ٣ سنوات في الفترة الاخيرة ماصار في سيارات بمبالغ قياسية للموظفين اللي يستخدموه بشكل يومي والاسعار مبالغ فيها وبعض السيارات لا نظافة ولا اسلوب فللاسف حذفت التطبيق ، البدايل صارت متوفرة لكن الخدمة اللي تخلي التطبيق ناجح,كان تطبيقي المفضل لمدة تزيد عن ٣ سنوات في الفترة الأخيرة ماصار في سيارات بمبالغ قياسية للموظفين اللي يستخدموه بشكل يومي والأسعار مبالغ فيها وبعض السيارات لا نظافة ولا إسلوب فللأسف حذفت التطبيق ، البدائل صارت متوفرة لكن الخدمة اللي تخلي التطبيق ناجح,service,negative,0.4,1
5005,Nice,Nice,general,positive,1.0,0
5963,مكان راقى ومناسب جداا لتزين العروسة,مكان راقى ومناسب جداا لتزين العروسة,ambiance,positive,0.8,0
3040,مطعم وكافيه اكثر من ممتاز,مطعم وكافيه اكثر من ممتاز,general,positive,1.0,0
422,الاسعار مبالغ فيها غير ذلك ممتاز صراحه,"الاسعار مبالغ فيها
 غير ذلك ممتاز صراحه",price,negative,0.6,0
6913,جيد جدا,جيد جدا,general,positive,1.0,1
9616,شكرا ويجو انت الافضل منذ سنوات وانا اشكر كل القايمين عليه اتمنى النجاح لكم والازدهار,شكرا ويجو انت الأفضل منذ سنوات وانا اشكر كل القائمين عليه اتمنى النجاح لكم والازدهار,general,positive,1.0,1
2073,شكرا جدا للدكاترة كلهم علي الخدمة الممتازة ف المستشفي عموما وقسم التغذية بالاخص استاذ محمد يحيي ونعم الاخلاق والخدمة الممتازة والدخول علي المريض ببسمة تفتح نفسه,شكرا جدا للدكاترة كلهم علي الخدمة الممتازة ف المستشفي عموما وقسم التغذية بالأخص استاذ محمد يحيي ونعم الأخلاق والخدمة الممتازة والدخول علي المريض ببسمة تفتح نفسه,service,positive,1.0,0
6491,تسجيل الدخول لا يعمل.,تسجيل الدخول لا يعمل....,app_experience,negative,0.2,1
